"Includes Amazon Marketplace, Fulfillment by Amazon (FBA), and Amazon Webstore transactions"
"All amounts in USD, unless specified"
"Definitions:"
"Sales tax collected: Includes sales tax collected from buyers for product sales, shipping, and gift wrap."
"Selling fees: Includes variable closing fees and referral fees."
"Other transaction fees: Includes shipping chargebacks, shipping holdbacks, per-item fees  and sales tax collection fees."
"Other: Includes non-order transaction amounts. For more details, see the ""Type"" and ""Description"" columns for each order ID."
"date/time","settlement id","type","order id","sku","description","quantity","marketplace","fulfillment","order city","order state","order postal","tax collection model","product sales","product sales tax","shipping credits","shipping credits tax","gift wrap credits","giftwrap credits tax","Regulatory Fee","Tax On Regulatory Fee","promotional rebates","promotional rebates tax","marketplace withheld tax","selling fees","fba fees","other transaction fees","other","total"
"Mar 9, 2025 1:41:46 AM PST","23163907481","Order","113-8396997-2043423","20221224-US-FBA02","Epoxy Resin 1 Gallon Kit, Crystal Clear Epoxy Resin High Gloss, Easy Mix 1:1 Bubbles Free Art Resin for Coating and Casting, Countertop, Table Top, Ri","1","amazon.com","Amazon","ALTOONA","PA","16601","MarketplaceFacilitator","49.99","2.85","0","0","0","0","0","0","-2.50","0","-5.70","-14.24","-9.16","0","0","21.24"
"Mar 9, 2025 1:41:46 AM PST","23163907481","Order","113-8396997-2043423","20221224-US-FBA02","Epoxy Resin 1 Gallon Kit, Crystal Clear Epoxy Resin High Gloss, Easy Mix 1:1 Bubbles Free Art Resin for Coating and Casting, Countertop, Table Top, Ri","1","amazon.com","Amazon","ALTOONA","PA","16601","","49.99","2.85","0","0","0","0","0","0","-2.50","0","0","0","-9.16","0","0","41.18"
"Mar 9, 2025 3:15:14 AM PDT","23163907481","Order","111-3704190-3912233","EPR-US-UV-3","UV Resin 1000g, Upgrade Crystal Clear Hard Ultraviolet Epoxy Resin Glue, Low Odor Transparent Solar Cure Sunlight Activated Resin for Jewelry Making,","1","amazon.com","Amazon","ANCHORAGE","AK","99516","MarketplaceFacilitator","35.99","0","0","0","0","0","0","0","0","0","0","-5.40","-6.21","0","0","24.38"
"Mar 9, 2025 3:23:53 AM PDT","23163907481","Order","114-9894054-4829019","EPR-US-2 gal","Epoxy Resin 2 Gallon Kit, Crystal Clear Epoxy Resin High Gloss, Easy Mix 1:1 Bubbles Free Art Resin for Coating and Casting, Countertop, Table Top, Ri","1","amazon.com","Amazon","ANNAPOLIS","MD","21403","MarketplaceFacilitator","99.99","6.00","0","0","0","0","0","0","0","0","-6.00","-15.00","-12.20","0","0","72.79"
"Mar 9, 2025 3:44:54 AM PDT","23163907481","Order","113-6569758-3169033","EPR-US-UV-3","UV Resin 1000g, Upgrade Crystal Clear Hard Ultraviolet Epoxy Resin Glue, Low Odor Transparent Solar Cure Sunlight Activated Resin for Jewelry Making,","1","amazon.com","Amazon","GREEN COVE SPRINGS","FL","32043","MarketplaceFacilitator","35.99","2.29","0","0","0","0","0","0","-3.60","0","-2.29","-4.86","-6.21","0","0","21.32"
"Mar 9, 2025 3:49:06 AM PDT","23163907481","Order","114-6195088-7699461","EPR-US-AB-10","Crystal Clear Epoxy Resin - 64oz Epoxy Resin Kit, Not Yellowing High Gloss Bubbles Free Easy Mix 1:1 Ratio for Coating and Casting, Jewelry, Craft DIY","1","amazon.com","Amazon","WESTMINSTER","CA","92683","MarketplaceFacilitator","21.69","2.01","0","0","0","0","0","0","0","0","-2.01","-3.25","-7.48","0","0","10.96"
"Mar 9, 2025 4:08:26 AM PDT","23163907481","Order","114-6821704-9173805","GG-4TFN-ZDD4","UV Resin 2000g, Crystal Clear Hard Ultraviolet Epoxy Resin Glue, Low Odor Transparent Solar Cure Sunlight Activated Resin for Jewelry Making, DIY Craf","1","amazon.com","Amazon","VALLEJO","CA","94591","MarketplaceFacilitator","48.03","4.44","0","0","0","0","0","0","0","0","-4.44","-5.76","-7.64","0","0","34.63"
"Mar 9, 2025 4:21:29 AM PDT","23163907481","Order","111-9072964-0828210","EPR-US-AB-10","Crystal Clear Epoxy Resin - 64oz Epoxy Resin Kit, Not Yellowing High Gloss Bubbles Free Easy Mix 1:1 Ratio for Coating and Casting, Jewelry, Craft DIY","2","amazon.com","Amazon","COVINGTON","GA","30016","MarketplaceFacilitator","39.38","2.62","0","0","0","0","0","0","-1.97","0","-2.62","-5.62","-14.96","0","0","16.83"
"Mar 9, 2025 5:02:44 AM PDT","23163907481","Order","111-3796081-3001835","EPR-US-AB-10","Crystal Clear Epoxy Resin - 64oz Epoxy Resin Kit, Not Yellowing High Gloss Bubbles Free Easy Mix 1:1 Ratio for Coating and Casting, Jewelry, Craft DIY","1","amazon.com","Amazon","BELFAIR","WA","98528","MarketplaceFacilitator","21.69","1.87","0","0","0","0","0","0","0","0","-1.87","-3.25","-7.48","0","0","10.96"
"Mar 9, 2025 5:11:45 AM PDT","23163907481","Order","111-9255458-3998639","GG-4TFN-ZDD4","UV Resin 2000g, Crystal Clear Hard Ultraviolet Epoxy Resin Glue, Low Odor Transparent Solar Cure Sunlight Activated Resin for Jewelry Making, DIY Craf","1","amazon.com","Amazon","ABINGDON","VA","24210","MarketplaceFacilitator","48.03","2.55","0","0","0","0","0","0","0","0","-2.55","-5.76","-7.64","0","0","34.63"
