"Includes Amazon Marketplace, Fulfillment by Amazon (FBA), and Amazon Webstore transactions"
"All amounts in USD, unless specified"
"Definitions:"
"Sales tax collected: Includes sales tax collected from buyers for product sales, shipping, and gift wrap."
"Selling fees: Includes variable closing fees and referral fees."
"Other transaction fees: Includes shipping chargebacks, shipping holdbacks, per-item fees  and sales tax collection fees."
"Other: Includes non-order transaction amounts. For more details, see the ""Type"" and ""Description"" columns for each order ID."
"date/time","settlement id","type","order id","sku","description","quantity","marketplace","fulfillment","order city","order state","order postal","tax collection model","product sales","product sales tax","shipping credits","shipping credits tax","gift wrap credits","giftwrap credits tax","Regulatory Fee","Tax On Regulatory Fee","promotional rebates","promotional rebates tax","marketplace withheld tax","selling fees","fba fees","other transaction fees","other","total"
"Mar 3, 2025 4:48:18 PM PST","23108221791","Order","S01-3603307-7698845","SG-CUA3-EYLP","ButiResin Silicone Mold Making Kit-32oz Liquid Silicone Rubber for Mold Making,1:1 Mixing Ratio Fast Curing Molding Silicone for Casting, DIY Resin Molds, Candle Molds, Soap Mold, Craft","1","sim1.stores.amazon.com","Amazon","CECILIA","KY","42724","","0","0","0","0","0","0","0","0","0","0","0","0","-11.34","0","0","-11.34"
"Mar 3, 2025 8:43:09 PM PST","23108221791","Order","S01-6644152-5609215","BUTI-US-1 Gal","Epoxy Resin Crystal Clear 1 Gallon Kit, Self Leveling Bubbles Free Coating and Casting Resin and Hardener for Countertop, Table Top, Crafts, DIY Art, Wood, Jewelry, Molds, Bar Top 1:1 Ratio","1","sim1.stores.amazon.com","Amazon","GULFPORT","MS","39507","","0","0","0","0","0","0","0","0","0","0","0","0","-16.10","0","0","-16.10"
"Mar 3, 2025 10:25:49 PM PST","23108221791","Order","111-9536505-1752220","WR-O14M-LWO6","ButiResin 500g UV Resin, UV Resin Clear - Fast Curing, Crystal Clear, Odourless, Low Viscosity & Hard Type, UV Resin Kit for DIY Jewelry Making, Casti","1","amazon.com","Amazon","SALISBURY","NC","28144","MarketplaceFacilitator","21.24","1.49","0","0","0","0","0","0","0","0","-1.49","-3.19","-5.37","0","0","12.68"
"Mar 3, 2025 11:49:42 PM PST","23108221791","Order","S01-9915861-2182844","SG-CUA3-EYLP","ButiResin Silicone Mold Making Kit-32oz Liquid Silicone Rubber for Mold Making,1:1 Mixing Ratio Fast Curing Molding Silicone for Casting, DIY Resin Molds, Candle Molds, Soap Mold, Craft","1","sim1.stores.amazon.com","Amazon","LOUISVILLE","GA","30434","","0","0","0","0","0","0","0","0","0","0","0","0","-11.34","0","0","-11.34"
"Mar 4, 2025 2:12:37 AM PST","23140406531","Order","S01-5760552-7541246","BUTI-US-1 Gal","Epoxy Resin Crystal Clear 1 Gallon Kit, Self Leveling Bubbles Free Coating and Casting Resin and Hardener for Countertop, Table Top, Crafts, DIY Art, Wood, Jewelry, Molds, Bar Top 1:1 Ratio","1","sim1.stores.amazon.com","Amazon","VERONA","PA","15147","","0","0","0","0","0","0","0","0","0","0","0","0","-16.10","0","0","-16.10"
"Mar 4, 2025 2:24:21 AM PST","23140406531","Order","113-3021101-8293838","KK-QXT9-AA51","ButiResin 1000g UV Resin, UV Resin Clear - Fast Curing, Crystal Clear, Odourless, Low Viscosity & Hard Type, UV Resin Kit for DIY Jewelry Making, Cast","1","amazon.com","Amazon","ABILENE","TX","79606","MarketplaceFacilitator","33.99","2.47","0","0","0","0","0","0","-4.00","0","-2.47","-4.50","-6.21","0","0","19.28"
"Mar 4, 2025 2:44:13 AM PST","23140406531","Order","112-7702640-4949816","WR-O14M-LWO6","ButiResin 500g UV Resin, UV Resin Clear - Fast Curing, Crystal Clear, Odourless, Low Viscosity & Hard Type, UV Resin Kit for DIY Jewelry Making, Casti","1","amazon.com","Amazon","DRY RIDGE","KY","41035","MarketplaceFacilitator","21.24","1.21","0","0","0","0","0","0","-1.06","0","-1.21","-3.03","-5.37","0","0","11.78"
"Mar 4, 2025 3:30:49 AM PST","23140406531","Order","114-1983913-5498610","6Y-GCDK-ILVH","ButiResin 2000g UV Resin, UV Resin Clear - Fast Curing, Crystal Clear, Odourless, Low Viscosity & Hard Type, UV Resin Kit for DIY Jewelry Making, Cast","1","amazon.com","Amazon","DURHAM","NC","27703","MarketplaceFacilitator","51.84","3.44","0","0","0","0","0","0","-6.00","0","-3.44","-6.88","-7.64","0","0","31.32"
"Mar 4, 2025 4:29:18 AM PST","23140406531","Order","112-3570699-6713859","6Y-GCDK-ILVH","ButiResin 2000g UV Resin, UV Resin Clear - Fast Curing, Crystal Clear, Odourless, Low Viscosity & Hard Type, UV Resin Kit for DIY Jewelry Making, Cast","1","amazon.com","Amazon","WATERLOO","NY","13165","MarketplaceFacilitator","51.84","4.15","0","0","0","0","0","0","0","0","-4.15","-7.78","-7.64","0","0","36.42"
"Mar 4, 2025 5:09:54 AM PST","23140406531","Order","112-4609468-8293016","KK-QXT9-AA51","ButiResin 1000g UV Resin, UV Resin Clear - Fast Curing, Crystal Clear, Odourless, Low Viscosity & Hard Type, UV Resin Kit for DIY Jewelry Making, Cast","1","amazon.com","Amazon","Winston Salem","NC","27106","MarketplaceFacilitator","33.99","2.10","0","0","0","0","0","0","-4.00","0","-2.10","-4.50","-6.21","0","0","19.28"
